SequenceID	Type
c000036024	Sewage
c000019045	Sewage
c000035778	Sewage
c000035420	Sewage
c000022375	Sewage
c000032796	Sewage
c000031709	Sewage
c000000697	Sewage
c000030752	Sewage
c000039801	Sewage
c000029371	Sewage
c000020672	Sewage
c000015135	Sewage
c000028748	Sewage
c000007023	Sewage
c000026602	Sewage
c000002198	Sewage
c000035273	Sewage
c000043317	Sewage
c000028793	Sewage
c000035756	Sewage
c000027418	Sewage
c000045301	Sewage
c000027617	Sewage
c000032376	Sewage
c000043322	Sewage
c000041898	Sewage
c000039680	Sewage
c000004477	Sewage
c000037049	Sewage
c000015236	Sewage
c000035698	Sewage
c000045155	Sewage
c000035114	Sewage
c000043290	Sewage
c000035826	Sewage
c000042872	Sewage
c000000767	Sewage
c000045293	Sewage
c000009491	Sewage
c000022074	Sewage
c000035479	Sewage
c000035823	Sewage
c000016450	Sewage
c000028818	Sewage
c000035121	Sewage
c000038393	Sewage
c000004303	Sewage
c000004575	Sewage
c000038980	Sewage
c000013775	Sewage
c000035120	Sewage
c000029961	Sewage
c000045216	Sewage
c000002202	Sewage
c000011763	Sewage
c000019851	Sewage
c000035945	Sewage
c000035704	Sewage
c000035674	Sewage
